period,temperature_2m_max,temperature_2m_min,temperature_2m_mean,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max
1986-01-01,2.4,-4.5,0.3,29139.09,1.2,1.2,0.0,20.4
1986-01-02,6.3,-4.8,-0.0,28946.83,0.0,0.0,0.0,13.8
1986-01-03,8.3,0.6,4.4,10906.02,16.2,16.2,0.0,19.5
1986-01-04,2.2,-3.1,-0.4,29167.58,0.0,0.0,0.0,22.6
1986-01-05,5.9,-2.0,2.9,24948.76,6.2,6.2,0.0,22.3
1986-01-06,2.4,-4.8,-1.2,29041.41,0.0,0.0,0.0,30.4
1986-01-07,-4.1,-8.6,-6.0,27824.93,0.0,0.0,0.0,20.5
1986-01-08,-4.0,-12.2,-8.4,29811.87,0.0,0.0,0.0,21.1
1986-01-09,2.4,-7.8,-3.3,29797.5,0.0,0.0,0.0,21.4
1986-01-10,6.6,-1.7,1.1,28287.29,0.0,0.0,0.0,20.3
1986-01-11,1.9,-4.2,-1.9,30054.5,0.0,0.0,0.0,13.8
1986-01-12,7.7,-3.7,1.4,30228.33,0.0,0.0,0.0,21.5
1986-01-13,5.3,-4.9,0.4,29791.27,0.0,0.0,0.0,25.0
1986-01-14,-6.1,-11.5,-8.5,27614.24,0.0,0.0,0.0,25.7
1986-01-15,-5.9,-15.0,-10.2,30586.26,0.0,0.0,0.0,19.1
1986-01-16,1.8,-7.5,-3.7,30407.88,0.0,0.0,0.0,8.7
1986-01-17,8.1,-4.4,0.7,21600.0,0.0,0.0,0.0,12.7
1986-01-18,13.1,1.3,5.4,30380.1,0.0,0.0,0.0,12.1
1986-01-19,10.6,3.3,7.1,1715.3,13.7,13.7,0.0,14.3
1986-01-20,8.5,3.3,6.0,253.01,7.5,7.5,0.0,19.4
1986-01-21,8.7,-0.2,3.3,31038.38,0.0,0.0,0.0,20.2
1986-01-22,11.4,-2.5,4.3,31209.32,0.0,0.0,0.0,21.3
1986-01-23,5.2,-3.2,0.5,28994.95,0.0,0.0,0.0,19.2
1986-01-24,0.2,-5.1,-3.1,31835.21,0.0,0.0,0.0,15.4
1986-01-25,6.8,-4.1,1.0,0.0,5.6,5.6,0.0,24.5
1986-01-26,9.6,2.3,6.0,0.0,29.7,29.7,0.0,21.0
1986-01-27,5.0,-2.2,1.7,31081.81,9.0,7.8,0.91,19.3
1986-01-28,-3.9,-12.7,-9.1,31753.45,1.2,0.0,0.91,28.6
1986-01-29,-4.8,-12.2,-8.3,22445.07,1.3,0.0,1.19,15.7
1986-01-30,-1.5,-7.3,-5.1,31392.1,0.8,0.0,0.63,17.6
1986-01-31,0.5,-8.8,-4.8,32808.21,0.0,0.0,0.0,17.7
1986-02-01,1.6,-6.7,-2.7,26673.26,0.0,0.0,0.0,17.9
1986-02-02,10.3,-0.3,4.6,28682.75,8.9,8.8,0.07,18.0
1986-02-03,5.1,-3.7,0.3,33232.22,0.0,0.0,0.0,12.6
1986-02-04,2.0,-2.2,0.2,0.0,11.3,5.7,3.99,15.8
1986-02-05,8.7,0.6,3.8,1553.83,3.8,3.8,0.0,11.9
1986-02-06,2.8,-3.7,0.2,32212.3,0.0,0.0,0.0,18.0
1986-02-07,-3.8,-7.3,-5.6,806.17,10.3,0.0,7.21,19.9
1986-02-08,-0.2,-7.5,-4.1,19286.52,0.6,0.0,0.42,10.5
1986-02-09,1.4,-11.3,-4.5,21300.34,0.0,0.0,0.0,10.9
1986-02-10,2.2,-7.3,-2.5,25319.12,0.0,0.0,0.0,10.4
1986-02-11,-1.4,-5.2,-3.6,6.05,8.6,0.0,6.16,19.7
1986-02-12,-3.8,-14.0,-8.4,34611.2,0.0,0.0,0.0,14.9
1986-02-13,-3.9,-16.5,-10.4,34748.93,0.0,0.0,0.0,21.3
1986-02-14,-3.4,-14.9,-8.7,12819.57,1.8,0.0,1.4,13.2
1986-02-15,-1.2,-7.5,-4.3,27775.57,1.7,0.0,1.26,16.9
1986-02-16,-2.3,-12.6,-6.9,20723.94,0.6,0.0,0.56,12.1
1986-02-17,6.4,-3.2,1.5,3545.32,4.9,2.7,1.54,12.5
1986-02-18,3.3,0.6,1.6,0.0,12.2,12.2,0.0,14.3
1986-02-19,3.5,0.7,1.8,11008.84,3.7,3.7,0.0,10.4
1986-02-20,3.0,-0.0,1.5,7200.0,5.0,3.4,1.12,15.0
1986-02-21,9.5,1.9,4.3,404.25,10.3,10.3,0.0,18.2
1986-02-22,5.7,-3.4,1.3,29729.35,0.0,0.0,0.0,21.9
1986-02-23,3.4,-1.3,1.1,512.3,1.8,0.1,1.26,10.1
1986-02-24,3.1,-4.5,-0.8,28704.87,1.1,0.0,0.84,8.7
1986-02-25,0.7,-7.2,-2.5,36430.46,1.4,0.0,0.98,27.8
1986-02-26,-1.5,-9.8,-6.1,36718.67,0.0,0.0,0.0,22.9
1986-02-27,2.4,-6.4,-2.8,29314.25,0.1,0.0,0.14,15.0
1986-02-28,2.1,-8.2,-3.7,37002.33,0.0,0.0,0.0,17.1
1986-03-01,3.6,-6.1,-2.3,37033.79,0.0,0.0,0.0,13.8
1986-03-02,4.6,-4.8,-1.2,36868.16,0.0,0.0,0.0,18.1
1986-03-03,6.4,-4.5,0.5,34738.27,0.0,0.0,0.0,10.5
1986-03-04,5.3,-1.9,1.7,15832.03,0.0,0.0,0.0,8.2
1986-03-05,7.7,-3.4,2.0,35796.74,0.0,0.0,0.0,14.4
1986-03-06,7.6,-3.7,2.3,19298.37,0.3,0.3,0.0,23.5
1986-03-07,1.5,-9.7,-2.5,37865.57,0.1,0.0,0.21,33.3
1986-03-08,-2.2,-13.0,-8.0,38164.96,0.0,0.0,0.0,33.3
1986-03-09,7.5,-6.3,0.7,7392.37,0.2,0.1,0.14,18.3
1986-03-10,13.6,0.6,6.6,38094.93,0.0,0.0,0.0,15.5
1986-03-11,14.3,1.8,10.3,31429.27,1.3,1.3,0.0,31.0
1986-03-12,5.7,-3.0,1.8,20561.26,0.4,0.2,0.14,16.9
1986-03-13,5.6,1.9,3.7,0.0,8.8,8.8,0.0,17.0
1986-03-14,12.7,3.2,6.4,0.0,22.9,22.9,0.0,11.3
1986-03-15,14.4,5.7,11.2,35066.16,0.5,0.5,0.0,35.1
1986-03-16,14.1,5.3,9.2,37539.99,2.6,2.6,0.0,13.1
1986-03-17,9.6,1.0,5.7,31059.21,0.0,0.0,0.0,12.9
1986-03-18,11.8,0.4,6.3,40184.81,0.0,0.0,0.0,15.6
1986-03-19,19.7,5.3,12.4,7333.9,6.4,6.4,0.0,34.0
1986-03-20,13.3,-1.8,6.7,32255.89,0.0,0.0,0.0,23.3
1986-03-21,0.5,-8.0,-3.6,40680.43,0.0,0.0,0.0,23.0
1986-03-22,4.7,-5.6,-0.8,40845.4,0.0,0.0,0.0,11.6
1986-03-23,8.5,-3.9,2.1,41010.08,0.0,0.0,0.0,14.8
1986-03-24,9.0,0.1,4.4,41174.38,0.0,0.0,0.0,27.6
1986-03-25,13.4,-1.9,6.3,41338.18,0.0,0.0,0.0,19.8
1986-03-26,19.3,5.2,11.4,41501.39,0.0,0.0,0.0,21.4
1986-03-27,17.3,8.6,12.3,38063.91,1.0,1.0,0.0,16.6
1986-03-28,14.5,3.4,8.6,41825.62,0.0,0.0,0.0,18.8
1986-03-29,21.9,5.9,12.3,41986.46,0.0,0.0,0.0,16.5
1986-03-30,22.8,6.7,14.3,42146.28,0.0,0.0,0.0,14.5
1986-03-31,20.5,9.3,14.6,42305.0,0.0,0.0,0.0,15.1
1986-04-01,17.6,7.5,11.5,42462.51,0.0,0.0,0.0,13.9
1986-04-02,19.2,6.6,12.4,42618.94,0.0,0.0,0.0,18.1
1986-04-03,14.3,5.5,9.3,42775.38,0.0,0.0,0.0,14.8
1986-04-04,13.5,3.7,8.3,23823.11,1.4,1.4,0.0,10.4
1986-04-05,9.1,4.7,7.5,4950.08,3.7,3.7,0.0,17.2
1986-04-06,7.7,4.1,5.7,0.0,13.7,13.7,0.0,18.1
1986-04-07,17.8,6.7,11.2,21039.43,1.5,1.5,0.0,11.1
1986-04-08,18.6,9.0,12.6,35043.92,3.3,3.3,0.0,17.6
1986-04-09,11.8,3.9,8.5,40044.16,0.0,0.0,0.0,21.4
1986-04-10,9.6,4.1,6.7,42099.69,0.0,0.0,0.0,22.8
1986-04-11,8.1,1.7,5.0,39622.61,0.3,0.3,0.0,17.5
1986-04-12,10.1,2.0,5.7,43200.0,0.0,0.0,0.0,20.0
1986-04-13,12.9,1.0,7.0,43361.71,0.0,0.0,0.0,13.8
1986-04-14,15.7,2.5,9.0,43200.0,0.0,0.0,0.0,11.2
1986-04-15,14.7,4.9,9.2,30174.51,1.1,1.1,0.0,15.8
1986-04-16,8.0,5.8,6.9,0.0,29.5,29.5,0.0,35.4
1986-04-17,9.4,5.5,7.1,0.0,23.2,23.2,0.0,28.5
1986-04-18,16.8,7.5,11.0,39695.87,1.7,1.7,0.0,30.4
1986-04-19,18.1,4.0,10.6,44313.04,0.0,0.0,0.0,15.9
1986-04-20,16.3,3.5,10.0,40998.02,0.0,0.0,0.0,15.0
1986-04-21,14.1,9.5,11.8,147.26,10.6,10.6,0.0,16.6
1986-04-22,15.2,4.9,9.7,38419.23,4.0,4.0,0.0,20.4
1986-04-23,6.0,2.1,4.3,255.89,9.3,9.1,0.14,25.0
1986-04-24,17.3,5.3,10.4,43542.7,0.2,0.2,0.0,24.5
1986-04-25,19.0,8.9,13.3,42464.39,0.0,0.0,0.0,22.7
1986-04-26,16.5,7.9,12.3,23234.75,2.1,2.1,0.0,13.0
1986-04-27,17.8,9.9,13.3,26461.23,1.6,1.6,0.0,16.0
1986-04-28,21.7,8.8,14.3,45760.39,0.0,0.0,0.0,13.0
1986-04-29,20.3,8.7,14.3,45277.11,1.1,1.1,0.0,11.2
1986-04-30,21.3,11.4,15.7,45845.7,0.8,0.8,0.0,17.4
1986-05-01,22.3,9.8,16.2,40208.51,0.3,0.3,0.0,22.2
1986-05-02,14.9,7.2,11.8,46648.4,0.0,0.0,0.0,25.6
1986-05-03,10.5,4.3,7.2,46969.13,0.0,0.0,0.0,27.9
1986-05-04,14.0,3.2,8.3,41987.46,0.0,0.0,0.0,22.2
1986-05-05,25.0,7.2,16.5,45377.13,0.1,0.1,0.0,21.2
1986-05-06,28.8,13.0,20.4,46750.93,0.7,0.7,0.0,13.5
1986-05-07,24.7,10.5,17.6,47202.96,0.9,0.9,0.0,12.7
1986-05-08,19.2,9.5,14.2,35211.57,5.6,5.6,0.0,18.7
1986-05-09,15.4,7.3,10.4,47890.97,0.0,0.0,0.0,21.6
1986-05-10,20.2,5.4,12.2,48007.54,0.0,0.0,0.0,15.3
1986-05-11,16.5,7.4,11.8,46834.63,0.0,0.0,0.0,15.3
1986-05-12,19.3,5.9,12.5,47167.25,0.0,0.0,0.0,21.1
1986-05-13,18.8,9.9,14.1,46492.21,0.0,0.0,0.0,14.1
1986-05-14,17.3,9.2,13.0,47852.07,0.0,0.0,0.0,16.4
1986-05-15,15.7,9.1,13.0,31281.73,0.0,0.0,0.0,11.8
1986-05-16,21.4,12.8,16.8,19901.9,0.0,0.0,0.0,13.9
1986-05-17,27.0,14.7,20.9,48769.44,0.3,0.3,0.0,14.2
1986-05-18,28.3,15.5,22.1,48547.42,1.2,1.2,0.0,14.0
1986-05-19,28.1,17.8,22.6,48971.23,0.6,0.6,0.0,20.5
1986-05-20,21.5,16.5,18.3,14902.01,5.0,5.0,0.0,21.3
1986-05-21,21.8,16.1,17.5,14473.42,13.8,13.8,0.0,19.3
1986-05-22,20.8,15.4,17.0,17847.69,11.2,11.2,0.0,8.4
1986-05-23,21.6,13.3,17.2,46120.23,0.0,0.0,0.0,11.5
1986-05-24,22.4,12.3,17.7,48829.9,0.0,0.0,0.0,15.0
1986-05-25,22.5,14.1,18.3,45355.84,0.0,0.0,0.0,17.4
1986-05-26,21.4,12.9,16.7,49605.25,0.0,0.0,0.0,14.2
1986-05-27,25.7,10.9,18.4,44600.27,0.0,0.0,0.0,15.0
1986-05-28,27.6,15.5,21.6,49696.21,0.0,0.0,0.0,20.1
1986-05-29,28.9,14.3,22.4,49739.85,0.0,0.0,0.0,13.8
1986-05-30,31.6,19.3,25.3,48674.16,0.0,0.0,0.0,14.9
1986-05-31,31.4,19.2,24.2,41802.15,4.2,4.2,0.0,10.1
1986-06-01,31.3,18.1,25.2,48471.43,0.0,0.0,0.0,18.1
1986-06-02,23.3,13.7,19.1,44961.75,1.2,1.2,0.0,23.9
1986-06-03,18.5,9.7,14.2,49940.64,0.0,0.0,0.0,15.9
1986-06-04,24.3,11.5,17.9,49978.41,0.0,0.0,0.0,18.2
1986-06-05,28.5,16.7,22.1,43612.65,0.2,0.2,0.0,17.8
1986-06-06,25.4,19.1,21.7,28005.18,11.2,11.2,0.0,14.2
1986-06-07,23.4,19.4,20.9,5359.13,5.1,5.1,0.0,14.1
1986-06-08,28.6,19.6,23.5,33960.38,0.4,0.4,0.0,17.6
1986-06-09,24.5,16.2,20.2,50152.62,0.0,0.0,0.0,19.0
1986-06-10,25.2,12.5,19.5,50183.93,0.0,0.0,0.0,14.6
1986-06-11,30.3,18.5,24.0,46928.3,0.0,0.0,0.0,24.5
1986-06-12,20.8,13.6,16.9,0.0,9.7,9.7,0.0,20.9
1986-06-13,24.3,13.6,18.3,25890.92,3.5,3.5,0.0,17.1
1986-06-14,26.6,14.5,20.7,50294.55,0.0,0.0,0.0,13.1
1986-06-15,29.4,17.7,23.2,47423.25,2.1,2.1,0.0,15.5
1986-06-16,28.6,20.5,24.4,39352.86,0.3,0.3,0.0,20.4
1986-06-17,24.7,15.4,19.9,50359.84,1.1,1.1,0.0,27.2
1986-06-18,21.8,11.8,17.2,50377.81,0.0,0.0,0.0,20.9
1986-06-19,25.8,11.9,19.5,46567.07,0.3,0.3,0.0,12.9
1986-06-20,25.0,17.1,20.6,49317.15,0.5,0.5,0.0,24.6
1986-06-21,25.1,14.5,19.7,50400.0,0.0,0.0,0.0,15.7
1986-06-22,27.3,12.8,20.5,50400.0,0.3,0.3,0.0,11.8
1986-06-23,30.1,19.1,23.6,44288.28,4.3,4.3,0.0,21.8
1986-06-24,28.7,16.6,22.7,50400.0,0.6,0.6,0.0,26.3
1986-06-25,22.3,14.0,18.0,50400.0,0.0,0.0,0.0,24.3
1986-06-26,25.9,11.2,19.3,50400.0,0.0,0.0,0.0,12.7
1986-06-27,31.2,16.4,24.0,43200.0,0.0,0.0,0.0,16.8
1986-06-28,29.4,21.6,25.8,43521.23,0.8,0.8,0.0,17.4
1986-06-29,30.8,20.8,25.6,50400.0,0.2,0.2,0.0,21.9
1986-06-30,26.1,18.9,22.2,35703.8,0.1,0.1,0.0,18.1
1986-07-01,25.8,14.6,20.7,48636.38,0.0,0.0,0.0,19.5
1986-07-02,25.3,18.6,20.8,14065.86,27.3,27.3,0.0,18.1
1986-07-03,24.4,16.0,20.0,50400.0,0.2,0.2,0.0,24.5
1986-07-04,24.6,12.9,19.3,50377.51,0.0,0.0,0.0,16.8
1986-07-05,33.0,18.8,25.5,50344.79,0.0,0.0,0.0,17.4
1986-07-06,34.8,21.8,28.1,50311.1,0.0,0.0,0.0,11.2
1986-07-07,35.2,21.3,28.9,50266.35,0.0,0.0,0.0,15.0
1986-07-08,32.5,24.1,28.0,50213.36,0.0,0.0,0.0,18.6
1986-07-09,25.6,23.2,24.6,19300.02,9.1,9.1,0.0,15.5
1986-07-10,27.0,18.7,23.0,50099.09,0.0,0.0,0.0,21.9
1986-07-11,26.6,16.5,21.6,45734.96,0.0,0.0,0.0,9.6
1986-07-12,24.2,20.1,21.9,8785.26,6.7,6.7,0.0,19.5
1986-07-13,25.2,18.9,21.9,17072.03,3.0,3.0,0.0,17.6
1986-07-14,28.6,20.2,24.4,49834.74,0.6,0.6,0.0,22.1
1986-07-15,28.5,17.6,23.1,49760.71,0.0,0.0,0.0,15.5
1986-07-16,27.7,17.9,22.5,40510.7,0.7,0.7,0.0,9.7
1986-07-17,27.3,19.5,23.0,23012.95,0.0,0.0,0.0,12.6
1986-07-18,28.0,20.6,23.8,37912.73,2.9,2.9,0.0,13.3
1986-07-19,25.1,20.4,22.2,21248.3,8.2,8.2,0.0,11.3
1986-07-20,26.6,19.7,23.0,14274.97,2.1,2.1,0.0,15.5
1986-07-21,29.0,21.9,25.0,46566.48,3.5,3.5,0.0,12.6
1986-07-22,27.4,19.4,23.3,49165.86,0.0,0.0,0.0,14.1
1986-07-23,28.9,19.7,24.0,49071.25,0.3,0.3,0.0,10.9
1986-07-24,29.0,20.2,24.7,48974.55,0.0,0.0,0.0,15.5
1986-07-25,29.6,20.3,24.9,48875.88,0.0,0.0,0.0,16.9
1986-07-26,27.3,23.2,25.0,11112.01,15.6,15.6,0.0,19.7
1986-07-27,26.6,21.8,23.5,19962.72,14.2,14.2,0.0,9.5
1986-07-28,27.0,21.6,23.7,33994.71,2.2,2.2,0.0,10.0
1986-07-29,27.8,21.3,24.0,38805.47,18.4,18.4,0.0,11.5
1986-07-30,26.3,20.5,22.7,37426.12,12.5,12.5,0.0,13.8
1986-07-31,21.4,18.8,20.1,1702.39,4.8,4.8,0.0,15.0
1986-08-01,25.8,19.4,22.3,43992.63,0.6,0.6,0.0,11.1
1986-08-02,28.2,19.9,23.8,37827.62,12.4,12.4,0.0,15.9
1986-08-03,26.5,21.2,23.3,14471.87,11.7,11.7,0.0,9.4
1986-08-04,27.7,18.7,23.4,47133.47,0.0,0.0,0.0,8.8
1986-08-05,27.2,18.2,23.4,46326.3,0.0,0.0,0.0,11.3
1986-08-06,28.3,20.7,23.9,42041.61,0.1,0.1,0.0,16.3
1986-08-07,24.5,21.3,22.7,11598.19,34.0,34.0,0.0,16.1
1986-08-08,28.5,21.0,24.2,30920.65,8.8,8.8,0.0,11.5
1986-08-09,28.6,21.2,24.6,45982.67,0.0,0.0,0.0,19.8
1986-08-10,28.3,18.6,23.7,44559.16,0.2,0.2,0.0,17.0
1986-08-11,28.1,22.4,25.1,37385.6,1.2,1.2,0.0,16.0
1986-08-12,23.3,18.2,20.8,40336.58,0.0,0.0,0.0,14.1
1986-08-13,25.1,17.5,21.3,45243.72,0.0,0.0,0.0,12.4
1986-08-14,25.4,16.3,20.8,44623.0,0.0,0.0,0.0,10.9
1986-08-15,27.0,18.2,22.6,43224.82,0.0,0.0,0.0,15.8
1986-08-16,27.5,20.4,23.6,29274.7,5.0,5.0,0.0,14.3
1986-08-17,28.0,21.4,23.5,21064.57,14.4,14.4,0.0,9.8
1986-08-18,23.0,21.8,22.4,5849.46,9.1,9.1,0.0,21.5
1986-08-19,25.0,20.0,22.3,40679.68,0.4,0.4,0.0,14.2
1986-08-20,23.4,19.4,21.2,22151.65,2.0,2.0,0.0,14.1
1986-08-21,19.8,17.8,18.6,4183.21,28.6,28.6,0.0,15.5
1986-08-22,25.4,17.0,21.0,43446.38,0.9,0.9,0.0,17.7
1986-08-23,25.5,16.5,21.0,35991.1,0.0,0.0,0.0,18.9
1986-08-24,22.8,16.8,20.0,43372.76,4.0,4.0,0.0,28.9
1986-08-25,22.6,14.3,18.1,37187.79,0.0,0.0,0.0,18.7
1986-08-26,24.5,14.8,19.9,43206.55,0.1,0.1,0.0,12.6
1986-08-27,27.3,19.8,23.4,37814.75,3.6,3.6,0.0,21.2
1986-08-28,21.3,12.6,16.3,13794.23,2.2,2.2,0.0,17.6
1986-08-29,17.9,10.1,14.0,43294.57,0.0,0.0,0.0,14.0
1986-08-30,20.9,11.6,16.3,43295.25,0.0,0.0,0.0,8.3
1986-08-31,23.2,10.9,17.4,43232.98,0.0,0.0,0.0,9.0
1986-09-01,22.9,13.3,18.1,41361.3,0.0,0.0,0.0,10.5
1986-09-02,20.0,15.8,17.8,5551.65,3.3,3.3,0.0,9.5
1986-09-03,21.5,16.4,18.6,34716.03,0.4,0.4,0.0,13.0
1986-09-04,21.6,17.0,18.8,36637.12,0.0,0.0,0.0,17.4
1986-09-05,22.9,17.6,20.0,15734.31,2.3,2.3,0.0,16.2
1986-09-06,25.5,18.6,21.4,42681.84,0.8,0.8,0.0,11.1
1986-09-07,22.1,14.4,18.2,27243.79,0.0,0.0,0.0,11.2
1986-09-08,20.3,12.7,16.5,42646.6,0.0,0.0,0.0,12.9
1986-09-09,22.4,12.0,17.4,42550.08,0.0,0.0,0.0,10.7
1986-09-10,23.7,11.7,18.0,42452.44,0.0,0.0,0.0,17.4
1986-09-11,28.4,18.0,22.7,42143.18,0.0,0.0,0.0,23.0
1986-09-12,28.6,21.3,24.0,39453.09,0.7,0.7,0.0,26.6
1986-09-13,23.6,14.9,19.1,42089.59,0.0,0.0,0.0,19.1
1986-09-14,19.8,12.8,16.3,41930.82,0.0,0.0,0.0,17.7
1986-09-15,23.4,11.7,18.0,41771.32,0.0,0.0,0.0,16.1
1986-09-16,19.4,11.5,15.6,41611.14,1.0,1.0,0.0,30.1
1986-09-17,17.8,8.1,12.8,41450.41,0.0,0.0,0.0,13.0
1986-09-18,19.4,8.6,14.3,32109.73,1.4,1.4,0.0,14.3
1986-09-19,22.0,14.6,17.4,10568.76,3.2,3.2,0.0,11.4
1986-09-20,23.2,12.9,17.9,33795.58,0.0,0.0,0.0,14.0
1986-09-21,22.5,15.3,19.0,31765.52,1.0,1.0,0.0,15.5
1986-09-22,19.2,13.7,16.1,25660.66,0.0,0.0,0.0,13.1
1986-09-23,27.9,16.2,20.9,33984.3,5.9,5.9,0.0,21.6
1986-09-24,24.4,18.7,21.0,25172.83,1.7,1.7,0.0,12.3
1986-09-25,22.4,16.7,19.5,11116.45,0.4,0.4,0.0,9.8
1986-09-26,27.9,16.7,22.0,21875.7,0.1,0.1,0.0,12.8
1986-09-27,22.0,14.5,17.1,0.0,18.0,18.0,0.0,15.0
1986-09-28,18.2,15.0,16.3,14783.43,0.0,0.0,0.0,10.8
1986-09-29,24.0,16.6,19.9,15262.88,0.0,0.0,0.0,16.5
1986-09-30,29.6,19.1,23.6,34846.09,0.0,0.0,0.0,24.0
1986-10-01,26.8,20.2,23.7,38460.54,0.3,0.3,0.0,17.1
1986-10-02,24.0,17.3,19.9,19742.71,9.4,9.4,0.0,11.2
1986-10-03,20.1,13.8,17.1,10122.56,5.7,5.7,0.0,16.9
1986-10-04,25.1,20.6,22.5,30767.4,1.8,1.8,0.0,20.3
1986-10-05,22.8,14.1,18.0,36050.8,0.0,0.0,0.0,21.4
1986-10-06,15.5,8.9,13.1,38142.95,0.0,0.0,0.0,33.5
1986-10-07,13.8,5.8,9.5,38070.14,0.0,0.0,0.0,15.5
1986-10-08,20.8,7.0,13.6,38013.09,0.0,0.0,0.0,21.5
1986-10-09,23.6,13.7,17.6,35094.37,0.0,0.0,0.0,21.6
1986-10-10,12.9,7.3,9.9,37189.11,0.0,0.0,0.0,21.3
1986-10-11,12.3,7.2,9.9,1497.09,0.0,0.0,0.0,17.3
1986-10-12,15.6,10.1,12.8,22312.51,0.0,0.0,0.0,11.5
1986-10-13,17.8,12.3,15.2,0.0,1.3,1.3,0.0,12.7
1986-10-14,19.5,15.2,17.3,5259.02,38.9,38.9,0.0,17.6
1986-10-15,14.3,8.2,11.3,35935.34,0.0,0.0,0.0,16.6
1986-10-16,13.9,5.7,10.1,26421.31,0.0,0.0,0.0,9.0
1986-10-17,13.8,7.0,10.6,35064.45,0.0,0.0,0.0,11.2
1986-10-18,12.5,6.2,9.0,35953.32,0.0,0.0,0.0,15.5
1986-10-19,14.6,4.0,8.6,35944.2,0.0,0.0,0.0,12.0
1986-10-20,16.3,5.6,10.2,35732.71,0.0,0.0,0.0,12.6
1986-10-21,18.4,5.7,11.8,35434.46,0.0,0.0,0.0,13.9
1986-10-22,19.2,8.9,13.5,35150.66,0.0,0.0,0.0,9.9
1986-10-23,21.9,10.3,15.2,27004.12,0.0,0.0,0.0,15.9
1986-10-24,15.1,8.4,11.9,34789.52,0.0,0.0,0.0,12.4
1986-10-25,12.3,5.0,8.9,28067.49,0.0,0.0,0.0,10.8
1986-10-26,13.1,9.6,11.8,0.0,8.9,8.9,0.0,18.0
1986-10-27,14.5,12.1,12.8,0.0,1.3,1.3,0.0,13.0
1986-10-28,17.5,9.0,13.1,34190.5,0.0,0.0,0.0,21.0
1986-10-29,19.1,6.3,12.5,33981.11,0.0,0.0,0.0,15.3
1986-10-30,15.7,8.2,12.2,34025.06,0.0,0.0,0.0,17.9
1986-10-31,9.2,3.7,6.7,33983.39,0.0,0.0,0.0,14.5
1986-11-01,15.7,6.4,11.4,25073.52,0.0,0.0,0.0,15.1
1986-11-02,14.8,8.2,12.8,6091.54,5.9,5.9,0.0,15.2
1986-11-03,10.3,3.4,7.2,32471.96,0.0,0.0,0.0,13.3
1986-11-04,11.6,6.6,8.6,0.0,3.1,3.1,0.0,15.4
1986-11-05,7.9,3.6,5.0,0.0,14.3,14.3,0.0,23.2
1986-11-06,9.7,5.3,7.9,3706.19,7.2,7.2,0.0,20.2
1986-11-07,12.1,3.5,8.1,14267.79,0.6,0.6,0.0,8.9
1986-11-08,16.2,11.2,13.8,0.0,13.3,13.3,0.0,15.4
1986-11-09,19.3,10.6,16.2,0.0,9.2,9.2,0.0,23.7
1986-11-10,10.2,2.8,6.7,31262.41,0.0,0.0,0.0,17.6
1986-11-11,6.8,1.7,4.8,0.0,22.3,22.3,0.0,12.6
1986-11-12,7.3,2.1,5.2,31995.25,0.0,0.0,0.0,11.3
1986-11-13,5.1,-3.4,1.6,31977.75,0.0,0.0,0.0,25.8
1986-11-14,0.8,-4.5,-2.1,31893.4,0.0,0.0,0.0,20.0
1986-11-15,4.3,-2.3,0.8,28205.4,0.0,0.0,0.0,14.8
1986-11-16,9.1,2.0,4.7,21645.37,0.0,0.0,0.0,11.6
1986-11-17,11.7,3.3,7.1,28431.36,0.0,0.0,0.0,13.0
1986-11-18,9.8,4.2,6.7,12492.68,4.2,4.2,0.0,21.4
1986-11-19,6.7,-2.7,1.3,30315.39,29.0,20.3,6.09,28.6
1986-11-20,11.1,-3.6,3.1,662.91,11.2,11.2,0.0,26.3
1986-11-21,11.8,0.6,5.4,25200.0,19.7,19.7,0.0,29.8
1986-11-22,6.5,-0.7,2.1,31128.8,0.0,0.0,0.0,19.4
1986-11-23,10.4,-0.5,5.3,18335.46,0.0,0.0,0.0,9.7
1986-11-24,12.0,3.7,9.3,2040.32,4.8,4.8,0.0,14.0
1986-11-25,9.1,0.7,3.9,30913.11,0.0,0.0,0.0,12.7
1986-11-26,16.3,1.4,9.1,0.0,13.5,13.5,0.0,28.4
1986-11-27,16.2,1.4,8.7,30775.52,1.7,1.7,0.0,21.9
1986-11-28,10.2,-0.1,4.6,27520.91,0.0,0.0,0.0,9.5
1986-11-29,11.3,1.2,5.3,30603.33,0.0,0.0,0.0,17.5
1986-11-30,6.6,-0.9,2.5,30514.1,0.0,0.0,0.0,17.0
1986-12-01,1.9,-3.1,-0.6,30427.79,0.0,0.0,0.0,20.5
1986-12-02,10.0,0.8,5.4,0.0,10.1,10.1,0.0,31.4
1986-12-03,14.1,7.5,11.3,14283.16,35.0,35.0,0.0,30.4
1986-12-04,7.1,1.0,3.8,30187.66,0.0,0.0,0.0,23.6
1986-12-05,4.6,-0.9,1.3,30018.77,0.0,0.0,0.0,20.0
1986-12-06,4.7,-3.6,0.1,30044.5,0.0,0.0,0.0,16.4
1986-12-07,6.4,-1.8,2.4,29057.24,0.0,0.0,0.0,20.6
1986-12-08,5.6,2.2,4.0,24273.51,0.0,0.0,0.0,17.7
1986-12-09,11.8,2.2,6.4,0.0,19.7,19.4,0.21,19.5
1986-12-10,13.5,4.4,9.8,10639.5,0.5,0.5,0.0,16.5
1986-12-11,3.7,-0.0,1.5,62.04,6.5,1.8,3.29,13.6
